order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
23038,1286,2023-07-10,254,1,332.33,332.33,Completed,2023-07-14
23039,5099,2023-02-07,172,1,61.60,61.60,Completed,2023-02-07
23040,9183,2023-12-14,329,2,217.79,435.58,Completed,2023-12-16
23041,772,2024-07-31,400,2,149.87,299.74,Completed,2024-08-01
23042,8295,2023-08-12,215,4,161.84,647.36,Completed,2023-08-14
23043,7504,2025-03-10,270,4,250.42,1001.68,Completed,2025-03-12
23044,4378,2025-06-11,445,1,268.28,268.28,Completed,2025-06-12
23045,1210,2026-02-09,115,5,129.42,647.10,Pending,
23046,3256,2023-12-05,5,3,262.94,788.82,Completed,2023-12-06
23047,9621,2024-02-17,426,2,56.06,112.12,Completed,2024-02-19
23048,3876,2026-01-27,315,6,316.36,1898.16,Completed,2026-01-31
23049,7752,2025-09-14,383,3,279.55,838.65,Completed,2025-09-14
23050,8567,2026-03-02,119,5,171.94,859.70,Completed,2026-03-06
23051,897,2025-09-14,408,3,189.82,569.46,Completed,2025-09-16
23052,8245,2026-02-21,173,5,266.21,1331.05,Completed,2026-02-24
23053,7007,2023-08-22,414,6,315.01,1890.06,Completed,2023-08-27
23054,3973,2023-04-19,171,2,277.34,554.68,Pending,
23055,5660,2023-08-07,281,1,73.64,73.64,Completed,2023-08-12
23056,9641,2026-05-12,493,5,140.18,700.90,Completed,2026-05-15
23057,2745,2026-05-26,392,4,92.39,369.56,Completed,2026-05-30
23058,9925,2024-09-05,407,3,205.86,617.58,Completed,2024-09-07
23059,1461,2023-01-06,446,4,201.92,807.68,Completed,2023-01-06
23060,9667,2023-11-11,47,5,278.12,1390.60,Completed,2023-11-12
23061,3731,2024-02-02,116,1,95.88,95.88,Completed,2024-02-02
23062,5509,2025-04-11,439,6,160.94,965.64,Completed,2025-04-13
23063,8887,2023-12-04,35,5,246.04,1230.20,Completed,2023-12-09
23064,9983,2025-11-24,253,5,26.88,134.40,Completed,2025-11-25
23065,3865,2024-05-02,414,6,315.01,1890.06,Completed,2024-05-06
23066,5726,2023-08-21,322,6,140.34,842.04,Completed,2023-08-25
23067,4376,2025-06-18,427,4,90.05,360.20,Completed,2025-06-20
23068,7557,2026-02-14,143,2,66.35,132.70,Completed,2026-02-18
23069,6163,2026-01-25,306,5,92.21,461.05,Completed,2026-01-29
23070,2790,2025-11-06,423,2,216.68,433.36,Completed,2025-11-07
23071,8981,2024-06-25,296,3,220.15,660.45,Completed,2024-06-30
23072,9326,2025-03-21,102,5,63.19,315.95,Completed,2025-03-25
23073,2416,2025-08-19,105,6,10.00,60.00,Completed,2025-08-24
23074,2978,2024-03-27,181,1,37.21,37.21,Pending,
23075,486,2024-04-08,412,6,368.90,2213.40,Completed,2024-04-13
23076,7068,2023-07-10,478,4,282.13,1128.52,Completed,2023-07-12
23077,9423,2025-09-12,141,1,255.82,255.82,Cancelled,
23078,699,2026-07-28,463,4,58.97,235.88,Pending,
23079,2773,2025-05-30,325,5,108.15,540.75,Completed,2025-06-04
23080,8917,2023-05-21,214,5,50.29,251.45,Completed,2023-05-22
23081,850,2025-04-17,336,6,72.57,435.42,Completed,2025-04-19
23082,4827,2023-07-26,218,5,411.00,2055.00,Completed,2023-07-31
23083,6082,2023-10-24,187,4,82.36,329.44,Completed,2023-10-26
23084,8861,2024-03-10,113,4,205.09,820.36,Completed,2024-03-13
23085,2210,2026-02-12,241,5,288.91,1444.55,Completed,2026-02-12
23086,6549,2023-10-28,97,3,318.16,954.48,Completed,2023-10-29
23087,8712,2023-12-23,272,6,207.09,1242.54,Pending,
23088,2341,2025-12-12,422,6,143.96,863.76,Completed,2025-12-17
23089,7240,2026-06-09,182,2,276.22,552.44,Completed,2026-06-13
23090,6002,2023-12-09,341,4,147.63,590.52,Completed,2023-12-10
23091,3434,2023-02-23,48,2,16.86,33.72,Completed,2023-02-25
23092,7328,2025-09-13,156,1,262.04,262.04,Pending,
23093,2394,2026-02-22,60,5,324.16,1620.80,Completed,2026-02-24
23094,9201,2024-09-24,27,2,160.74,321.48,Completed,2024-09-26
23095,7317,2024-01-05,22,2,33.73,67.46,Completed,2024-01-07
23096,4879,2025-10-22,254,2,332.33,664.66,Completed,2025-10-25
23097,2696,2026-01-04,109,3,251.65,754.95,Completed,2026-01-09
23098,732,2024-01-08,18,2,68.62,137.24,Pending,
23099,4010,2024-01-24,36,1,250.33,250.33,Completed,2024-01-27
23100,1619,2023-04-14,404,4,246.61,986.44,Completed,2023-04-17
23101,2345,2023-04-26,454,1,10.49,10.49,Completed,2023-05-01
23102,6624,2023-04-29,324,1,263.58,263.58,Completed,2023-05-03
23103,4618,2023-10-29,464,5,162.82,814.10,Completed,2023-10-31
23104,6568,2026-06-10,344,5,321.50,1607.50,Completed,2026-06-14
23105,2431,2025-07-07,162,6,259.58,1557.48,Pending,
23106,2636,2024-02-03,70,3,203.86,611.58,Completed,2024-02-07
23107,6308,2025-11-24,386,4,37.08,148.32,Completed,2025-11-26
23108,4082,2024-02-15,463,2,58.97,117.94,Completed,2024-02-15
23109,7355,2025-05-04,90,2,81.49,162.98,Completed,2025-05-09
23110,9212,2023-12-28,66,3,260.57,781.71,Completed,2023-12-31
23111,2029,2025-02-05,302,6,188.27,1129.62,Completed,2025-02-10
23112,2124,2023-03-12,315,4,316.36,1265.44,Completed,2023-03-12
23113,7605,2025-06-17,374,2,176.35,352.70,Completed,2025-06-17
23114,637,2024-04-03,16,5,96.74,483.70,Completed,2024-04-06
23115,7346,2026-04-01,174,1,165.31,165.31,Completed,2026-04-02
23116,3812,2023-07-29,73,1,54.81,54.81,Completed,2023-08-02
23117,1484,2024-01-05,441,6,238.77,1432.62,Completed,2024-01-06
23118,7914,2024-07-28,115,3,129.42,388.26,Completed,2024-08-01
23119,2293,2024-10-15,321,5,324.65,1623.25,Cancelled,
23120,1976,2024-06-20,107,1,192.24,192.24,Completed,2024-06-23
23121,6367,2026-01-24,421,6,47.91,287.46,Completed,2026-01-26
23122,6439,2025-09-21,490,2,260.87,521.74,Completed,2025-09-26
23123,2647,2026-04-23,25,2,57.67,115.34,Completed,2026-04-27
23124,2186,2025-07-14,307,6,66.27,397.62,Completed,2025-07-15
23125,2059,2026-02-24,393,3,300.13,900.39,Completed,2026-02-24
23126,9525,2026-05-13,183,3,181.53,544.59,Pending,
23127,9637,2023-01-16,197,6,245.17,1471.02,Completed,2023-01-17
23128,7511,2026-06-25,20,3,273.64,820.92,Completed,2026-06-28
23129,8973,2026-08-24,409,1,131.48,131.48,Completed,2026-08-25
23130,6016,2025-11-24,254,6,332.33,1993.98,Completed,2025-11-26
23131,2623,2025-11-28,100,2,104.41,208.82,Completed,2025-11-30
23132,5323,2023-10-31,249,6,351.98,2111.88,Completed,2023-11-05
23133,9468,2023-03-22,291,2,340.31,680.62,Completed,2023-03-25
23134,3201,2024-05-29,451,5,287.78,1438.90,Completed,2024-06-02
23135,5156,2024-07-04,333,3,74.59,223.77,Completed,2024-07-08
23136,9862,2023-10-11,131,6,17.38,104.28,Completed,2023-10-11
23137,2531,2026-01-09,108,5,219.03,1095.15,Cancelled,
23138,60,2026-09-02,315,2,316.36,632.72,Completed,2026-09-03
23139,2846,2023-12-02,494,6,303.46,1820.76,Completed,2023-12-07
23140,1412,2024-07-11,169,4,145.92,583.68,Completed,2024-07-16
23141,178,2023-07-04,389,1,149.06,149.06,Completed,2023-07-09
23142,2014,2023-07-14,435,3,189.35,568.05,Completed,2023-07-19
23143,2422,2024-01-10,474,1,66.52,66.52,Completed,2024-01-11
23144,4617,2026-08-21,84,5,223.42,1117.10,Completed,2026-08-21
23145,6179,2025-05-26,499,3,13.37,40.11,Completed,2025-05-30
23146,3425,2023-02-07,222,1,101.19,101.19,Completed,2023-02-12
23147,6641,2023-08-22,348,3,82.60,247.80,Completed,2023-08-22
23148,8111,2025-09-07,312,3,242.73,728.19,Completed,2025-09-09
23149,6335,2025-10-14,419,6,51.61,309.66,Completed,2025-10-19
23150,4807,2023-09-07,164,4,11.63,46.52,Pending,
23151,6669,2023-06-30,109,3,251.65,754.95,Pending,
23152,4359,2024-01-10,314,1,118.44,118.44,Pending,
23153,5225,2025-02-12,174,3,165.31,495.93,Completed,2025-02-17
23154,2487,2026-05-13,203,6,109.89,659.34,Completed,2026-05-15
23155,9575,2025-02-16,364,3,259.19,777.57,Completed,2025-02-20
23156,1247,2023-01-13,222,1,101.19,101.19,Completed,2023-01-15
23157,8098,2026-01-20,468,6,341.98,2051.88,Pending,
23158,3896,2024-09-07,444,3,139.40,418.20,Completed,2024-09-12
23159,9226,2023-06-17,418,2,35.58,71.16,Completed,2023-06-21
23160,5859,2025-06-20,43,3,49.88,149.64,Completed,2025-06-21
23161,6438,2024-02-28,122,6,71.10,426.60,Completed,2024-03-01
23162,4480,2023-11-21,433,4,24.14,96.56,Pending,
23163,6762,2025-03-07,37,3,61.80,185.40,Completed,2025-03-07
23164,1390,2024-07-01,297,3,36.17,108.51,Completed,2024-07-06
23165,1657,2023-12-30,172,1,61.60,61.60,Completed,2024-01-02
23166,349,2025-10-31,428,6,222.16,1332.96,Completed,2025-11-05
23167,7580,2024-07-02,21,6,320.13,1920.78,Pending,
23168,3605,2023-05-31,301,3,101.92,305.76,Completed,2023-05-31
23169,3563,2024-08-14,496,5,239.66,1198.30,Completed,2024-08-15
23170,1355,2023-01-08,255,1,189.80,189.80,Completed,2023-01-10
23171,1099,2024-01-31,206,2,18.79,37.58,Completed,2024-02-03
23172,3721,2025-01-13,161,1,125.43,125.43,Pending,
23173,4567,2025-08-15,498,3,327.83,983.49,Completed,2025-08-15
23174,472,2025-02-24,171,3,277.34,832.02,Completed,2025-02-26
23175,2031,2025-04-07,348,4,82.60,330.40,Completed,2025-04-10
23176,2139,2023-10-20,323,4,267.14,1068.56,Completed,2023-10-24
23177,3104,2026-06-08,47,3,278.12,834.36,Completed,2026-06-10
23178,1698,2023-07-31,315,1,316.36,316.36,Completed,2023-08-02
23179,9087,2026-03-21,399,1,232.21,232.21,Completed,2026-03-21
23180,8012,2025-05-26,31,6,87.47,524.82,Completed,2025-05-30
23181,4562,2023-12-18,467,3,303.21,909.63,Completed,2023-12-19
23182,1181,2026-03-28,436,5,315.22,1576.10,Completed,2026-03-31
23183,3593,2024-02-05,478,3,282.13,846.39,Completed,2024-02-10
23184,9429,2026-08-12,8,5,71.62,358.10,Completed,2026-08-14
23185,6327,2024-03-25,485,4,134.23,536.92,Pending,
23186,4538,2024-10-31,410,5,22.09,110.45,Completed,2024-11-03
23187,8579,2025-02-20,464,2,162.82,325.64,Completed,2025-02-24
23188,3424,2025-01-20,435,4,189.35,757.40,Completed,2025-01-23
23189,2110,2024-07-31,9,2,24.68,49.36,Completed,2024-08-03
23190,1537,2026-05-17,443,4,167.72,670.88,Completed,2026-05-18
23191,2394,2023-06-28,395,5,305.92,1529.60,Completed,2023-06-29
23192,9407,2023-11-04,397,5,94.26,471.30,Completed,2023-11-04
23193,7076,2023-04-09,490,3,260.87,782.61,Pending,
23194,292,2024-06-05,443,3,167.72,503.16,Completed,2024-06-09
23195,4983,2025-11-16,296,1,220.15,220.15,Completed,2025-11-20
23196,5050,2025-07-24,130,1,107.19,107.19,Completed,2025-07-29
23197,2563,2026-04-11,436,5,315.22,1576.10,Completed,2026-04-15
23198,9693,2026-03-01,220,2,271.56,543.12,Completed,2026-03-02
23199,9023,2023-05-24,88,2,204.14,408.28,Completed,2023-05-25
23200,4631,2025-04-10,422,3,143.96,431.88,Pending,
23201,9382,2025-04-11,176,5,231.39,1156.95,Cancelled,
23202,7205,2024-12-24,367,2,331.61,663.22,Completed,2024-12-25
23203,2307,2024-12-31,16,2,96.74,193.48,Cancelled,
23204,2368,2023-09-22,231,6,279.03,1674.18,Pending,
23205,7117,2024-02-06,369,4,222.89,891.56,Completed,2024-02-09
23206,2902,2025-08-06,213,6,252.36,1514.16,Completed,2025-08-06
23207,1478,2023-04-07,396,2,269.82,539.64,Completed,2023-04-11
23208,1470,2023-04-12,375,3,356.46,1069.38,Pending,
23209,458,2023-01-18,130,6,107.19,643.14,Completed,2023-01-22
23210,6112,2024-12-10,310,4,12.03,48.12,Completed,2024-12-13
23211,5352,2024-03-15,99,4,68.28,273.12,Completed,2024-03-18
23212,2566,2026-04-17,180,6,292.91,1757.46,Completed,2026-04-22
23213,5264,2023-06-26,270,5,250.42,1252.10,Completed,2023-06-29
23214,7398,2023-10-06,410,6,22.09,132.54,Completed,2023-10-07
23215,7345,2023-08-28,54,3,38.88,116.64,Completed,2023-08-31
23216,2187,2024-10-14,162,5,259.58,1297.90,Completed,2024-10-16
23217,7360,2024-05-02,408,1,189.82,189.82,Completed,2024-05-02
23218,2461,2024-03-09,29,2,244.10,488.20,Completed,2024-03-10
23219,1313,2025-08-15,417,2,165.21,330.42,Completed,2025-08-16
23220,5065,2023-05-01,166,5,218.05,1090.25,Completed,2023-05-02
23221,6318,2024-11-24,474,4,66.52,266.08,Completed,2024-11-24
23222,9518,2024-07-01,468,5,341.98,1709.90,Completed,2024-07-02
23223,1252,2024-02-27,135,5,279.18,1395.90,Completed,2024-02-27
23224,2152,2023-08-18,164,4,11.63,46.52,Completed,2023-08-20
23225,5497,2023-12-31,44,4,111.85,447.40,Cancelled,
23226,3872,2026-04-08,38,2,395.59,791.18,Completed,2026-04-12
23227,3433,2025-10-10,408,6,189.82,1138.92,Cancelled,
23228,5491,2023-11-24,416,6,55.04,330.24,Completed,2023-11-25
23229,5971,2023-06-08,229,4,264.44,1057.76,Cancelled,
23230,401,2026-04-23,33,2,98.01,196.02,Completed,2026-04-28
23231,464,2023-06-01,470,3,225.83,677.49,Pending,
23232,5754,2023-01-13,233,6,184.95,1109.70,Completed,2023-01-16
23233,4813,2023-03-30,229,6,264.44,1586.64,Completed,2023-04-02
23234,3721,2024-05-31,44,1,111.85,111.85,Pending,
23235,3737,2024-02-19,402,6,127.27,763.62,Completed,2024-02-24
23236,4770,2026-07-04,99,2,68.28,136.56,Completed,2026-07-05
23237,5548,2023-05-21,136,6,266.27,1597.62,Completed,2023-05-25
23238,7467,2023-03-05,95,2,397.74,795.48,Completed,2023-03-08
23239,5038,2023-11-08,289,2,16.76,33.52,Pending,
23240,961,2023-08-01,188,4,43.97,175.88,Pending,
23241,6983,2025-04-01,119,1,171.94,171.94,Completed,2025-04-03
23242,6918,2025-01-30,232,6,160.52,963.12,Completed,2025-02-01
23243,8893,2024-01-26,334,3,53.27,159.81,Completed,2024-01-26
23244,5319,2024-08-25,270,1,250.42,250.42,Completed,2024-08-27
23245,2839,2023-10-31,466,2,368.60,737.20,Completed,2023-11-04
23246,2496,2025-01-10,365,2,31.16,62.32,Completed,2025-01-15
23247,7986,2023-10-01,171,4,277.34,1109.36,Completed,2023-10-04
23248,6684,2023-05-01,292,5,99.71,498.55,Completed,2023-05-05
23249,4627,2024-01-08,41,1,84.84,84.84,Completed,2024-01-09
23250,5968,2026-06-17,427,1,90.05,90.05,Completed,2026-06-20
23251,4370,2023-08-19,122,1,71.10,71.10,Completed,2023-08-22
23252,9112,2025-03-17,215,1,161.84,161.84,Completed,2025-03-17
23253,6553,2025-07-21,5,3,262.94,788.82,Completed,2025-07-26
23254,4103,2026-02-02,57,1,283.66,283.66,Completed,2026-02-04
23255,8452,2025-07-05,250,3,165.39,496.17,Cancelled,
23256,9871,2026-02-27,192,5,10.00,50.00,Completed,2026-02-27
23257,1995,2024-07-03,222,6,101.19,607.14,Completed,2024-07-08
23258,7082,2025-06-18,382,4,118.52,474.08,Completed,2025-06-23
23259,64,2026-02-28,420,5,10.60,53.00,Completed,2026-03-04
23260,7794,2023-05-28,310,3,12.03,36.09,Completed,2023-05-31
23261,8553,2025-05-06,222,5,101.19,505.95,Completed,2025-05-11
23262,8521,2023-11-01,382,4,118.52,474.08,Completed,2023-11-03
23263,9859,2025-10-17,76,6,187.50,1125.00,Completed,2025-10-17
23264,1597,2025-12-01,392,1,92.39,92.39,Completed,2025-12-04
23265,1804,2025-10-14,403,1,227.20,227.20,Completed,2025-10-17
23266,1933,2023-05-17,179,3,227.21,681.63,Completed,2023-05-20
23267,9808,2024-08-08,379,2,35.10,70.20,Pending,
23268,4291,2026-03-02,116,6,95.88,575.28,Completed,2026-03-05
23269,6604,2023-10-11,440,6,298.12,1788.72,Completed,2023-10-14
23270,2021,2025-01-07,232,4,160.52,642.08,Completed,2025-01-11
23271,1623,2025-04-14,414,2,315.01,630.02,Completed,2025-04-17
23272,9380,2024-09-18,68,5,326.93,1634.65,Pending,
23273,294,2026-03-14,409,5,131.48,657.40,Completed,2026-03-17
23274,5171,2023-10-30,26,5,227.92,1139.60,Completed,2023-11-01
23275,7184,2024-09-14,118,5,338.31,1691.55,Completed,2024-09-15
23276,3996,2025-02-04,441,3,238.77,716.31,Pending,
23277,5664,2023-06-08,47,3,278.12,834.36,Completed,2023-06-10
23278,744,2023-06-02,179,5,227.21,1136.05,Pending,
23279,545,2025-04-23,468,4,341.98,1367.92,Completed,2025-04-23
23280,229,2026-01-12,494,1,303.46,303.46,Completed,2026-01-12
23281,1949,2024-01-22,362,2,98.82,197.64,Completed,2024-01-26
23282,4980,2025-10-30,53,3,184.65,553.95,Completed,2025-11-02
23283,2865,2026-08-28,13,1,45.82,45.82,Completed,2026-08-29
23284,907,2023-02-15,406,3,338.12,1014.36,Pending,
23285,2868,2024-06-24,451,5,287.78,1438.90,Completed,2024-06-29
23286,2378,2023-02-25,330,3,31.95,95.85,Completed,2023-02-25
23287,6177,2024-11-07,256,5,187.36,936.80,Completed,2024-11-07
23288,6542,2025-07-17,40,1,382.91,382.91,Pending,
23289,4801,2023-04-14,438,5,189.59,947.95,Completed,2023-04-14
23290,6090,2026-04-12,373,6,187.15,1122.90,Pending,
23291,2755,2023-07-21,456,6,196.40,1178.40,Completed,2023-07-26
23292,347,2023-10-16,347,5,108.32,541.60,Pending,
23293,7557,2025-04-28,185,6,157.37,944.22,Completed,2025-04-30
23294,2536,2023-09-05,323,4,267.14,1068.56,Completed,2023-09-09
23295,7866,2026-07-16,444,4,139.40,557.60,Cancelled,
23296,5299,2025-12-05,474,6,66.52,399.12,Completed,2025-12-06
23297,2450,2023-04-08,414,4,315.01,1260.04,Completed,2023-04-12
23298,764,2026-05-09,185,4,157.37,629.48,Completed,2026-05-13
23299,635,2023-11-15,467,6,303.21,1819.26,Completed,2023-11-15
23300,798,2023-03-10,284,2,244.56,489.12,Completed,2023-03-14
23301,5579,2024-06-25,243,1,117.92,117.92,Completed,2024-06-28
23302,6730,2024-03-30,414,3,315.01,945.03,Completed,2024-03-31
23303,1293,2023-02-22,213,6,252.36,1514.16,Completed,2023-02-25
23304,7913,2025-10-10,113,2,205.09,410.18,Completed,2025-10-14
23305,511,2025-04-14,67,4,174.87,699.48,Completed,2025-04-15
23306,541,2024-11-13,218,4,411.00,1644.00,Completed,2024-11-14
23307,1318,2023-05-08,239,4,32.50,130.00,Completed,2023-05-13
23308,5831,2023-07-09,281,2,73.64,147.28,Completed,2023-07-12
23309,3116,2025-08-31,451,3,287.78,863.34,Completed,2025-09-02
23310,9683,2025-06-17,348,1,82.60,82.60,Completed,2025-06-18
23311,699,2023-07-10,60,6,324.16,1944.96,Completed,2023-07-14
23312,4606,2023-06-11,134,4,333.55,1334.20,Completed,2023-06-14
23313,238,2026-08-13,476,4,173.25,693.00,Completed,2026-08-13
23314,2468,2026-02-14,314,6,118.44,710.64,Completed,2026-02-17
23315,7673,2024-05-03,354,5,202.26,1011.30,Completed,2024-05-03
23316,6995,2025-12-31,69,4,165.37,661.48,Completed,2026-01-02
23317,9122,2025-05-03,79,4,209.38,837.52,Completed,2025-05-05
23318,5599,2026-08-15,16,5,96.74,483.70,Pending,
23319,7821,2023-11-02,36,2,250.33,500.66,Completed,2023-11-02
23320,8940,2023-06-16,262,3,180.53,541.59,Completed,2023-06-17
23321,4740,2025-09-11,369,4,222.89,891.56,Completed,2025-09-12
23322,7094,2024-03-01,131,4,17.38,69.52,Completed,2024-03-03
23323,796,2024-11-05,55,1,168.95,168.95,Completed,2024-11-06
23324,6958,2025-05-03,499,4,13.37,53.48,Completed,2025-05-08
23325,7064,2025-01-12,73,1,54.81,54.81,Completed,2025-01-12
23326,3912,2023-09-14,300,6,284.21,1705.26,Completed,2023-09-14
23327,6391,2026-05-18,81,6,80.06,480.36,Completed,2026-05-22
23328,5896,2025-06-16,56,3,232.30,696.90,Completed,2025-06-20
23329,8436,2023-04-18,65,2,355.92,711.84,Pending,
23330,9650,2024-11-07,56,1,232.30,232.30,Pending,
23331,3936,2023-06-22,428,4,222.16,888.64,Completed,2023-06-27
23332,3607,2025-10-18,488,3,103.08,309.24,Completed,2025-10-20
23333,3045,2023-06-02,143,6,66.35,398.10,Completed,2023-06-02
23334,1594,2025-08-07,173,2,266.21,532.42,Pending,
23335,5007,2026-04-26,262,1,180.53,180.53,Completed,2026-05-01
23336,4541,2026-02-18,133,6,253.39,1520.34,Completed,2026-02-19
23337,9782,2025-08-03,111,6,197.36,1184.16,Cancelled,
23338,8398,2023-05-28,406,2,338.12,676.24,Completed,2023-05-30
23339,9987,2023-02-27,70,5,203.86,1019.30,Completed,2023-02-28
23340,4572,2025-01-31,201,5,238.37,1191.85,Completed,2025-02-05
23341,1365,2025-05-02,382,1,118.52,118.52,Completed,2025-05-04
23342,3762,2024-06-06,173,3,266.21,798.63,Cancelled,
23343,8681,2026-04-15,470,4,225.83,903.32,Completed,2026-04-19
23344,1773,2024-09-05,66,2,260.57,521.14,Completed,2024-09-08
23345,3318,2023-04-20,89,6,252.06,1512.36,Pending,
23346,9890,2024-06-12,360,3,102.97,308.91,Completed,2024-06-13
23347,4655,2024-06-15,138,1,170.13,170.13,Completed,2024-06-18
23348,2209,2024-08-19,107,4,192.24,768.96,Completed,2024-08-22
23349,344,2026-09-03,172,5,61.60,308.00,Completed,2026-09-04
23350,6439,2025-12-07,489,3,59.59,178.77,Completed,2025-12-11
23351,8213,2025-11-19,203,6,109.89,659.34,Completed,2025-11-20
23352,3494,2023-07-01,281,2,73.64,147.28,Cancelled,
23353,7351,2025-01-21,385,5,258.36,1291.80,Completed,2025-01-26
23354,7838,2024-01-24,47,2,278.12,556.24,Completed,2024-01-25
23355,2189,2024-02-29,79,2,209.38,418.76,Completed,2024-03-04
23356,7046,2024-11-30,118,3,338.31,1014.93,Completed,2024-12-05
23357,2694,2025-02-14,475,3,257.21,771.63,Pending,
23358,7261,2024-06-01,57,6,283.66,1701.96,Completed,2024-06-06
23359,5463,2025-12-18,347,2,108.32,216.64,Completed,2025-12-21
23360,6249,2024-08-08,248,2,227.26,454.52,Pending,
23361,4395,2023-08-18,397,6,94.26,565.56,Completed,2023-08-18
23362,6491,2023-03-04,142,5,137.39,686.95,Completed,2023-03-04
23363,734,2025-03-20,296,2,220.15,440.30,Completed,2025-03-20
23364,2194,2024-10-01,297,6,36.17,217.02,Completed,2024-10-01
23365,6707,2025-03-30,128,1,223.21,223.21,Completed,2025-04-04
23366,6511,2024-08-16,212,4,34.51,138.04,Pending,
23367,6336,2025-03-03,467,4,303.21,1212.84,Completed,2025-03-07
23368,3924,2025-10-09,314,1,118.44,118.44,Completed,2025-10-13
23369,3609,2026-04-03,192,5,10.00,50.00,Completed,2026-04-04
23370,7220,2025-03-18,363,4,120.67,482.68,Pending,
23371,3015,2023-11-01,376,4,305.60,1222.40,Completed,2023-11-05
23372,3587,2025-06-12,377,6,195.60,1173.60,Cancelled,
23373,6879,2025-10-10,192,2,10.00,20.00,Completed,2025-10-15
23374,7063,2024-08-01,163,6,348.72,2092.32,Completed,2024-08-05
23375,4443,2024-04-29,26,1,227.92,227.92,Completed,2024-05-04
23376,6575,2023-05-03,414,6,315.01,1890.06,Cancelled,
23377,3138,2025-12-06,19,1,167.47,167.47,Completed,2025-12-10
23378,2605,2023-09-12,394,1,46.25,46.25,Completed,2023-09-12
23379,9665,2023-05-13,173,4,266.21,1064.84,Completed,2023-05-16
23380,6746,2025-04-07,287,4,200.35,801.40,Completed,2025-04-07
23381,6605,2024-04-12,42,1,287.64,287.64,Cancelled,
23382,7613,2025-04-19,397,1,94.26,94.26,Completed,2025-04-21
23383,4831,2024-03-03,26,1,227.92,227.92,Pending,
23384,5606,2025-08-08,292,1,99.71,99.71,Completed,2025-08-08
23385,5275,2026-08-10,258,3,49.46,148.38,Completed,2026-08-15
23386,8496,2025-02-01,391,6,197.06,1182.36,Completed,2025-02-02
23387,8458,2026-01-08,192,5,10.00,50.00,Completed,2026-01-10
23388,773,2023-02-18,252,4,209.35,837.40,Completed,2023-02-19
23389,8818,2025-11-02,145,5,203.57,1017.85,Completed,2025-11-06
23390,6757,2024-02-27,7,5,294.56,1472.80,Completed,2024-03-02
23391,3560,2025-04-08,256,3,187.36,562.08,Completed,2025-04-12
23392,248,2023-02-09,58,1,67.19,67.19,Completed,2023-02-13
23393,4968,2026-08-09,444,3,139.40,418.20,Completed,2026-08-14
23394,9343,2023-07-30,351,1,359.24,359.24,Completed,2023-08-03
23395,6388,2025-05-28,27,5,160.74,803.70,Completed,2025-06-02
23396,911,2024-10-02,232,5,160.52,802.60,Completed,2024-10-06
23397,654,2023-08-17,19,4,167.47,669.88,Completed,2023-08-22
23398,9445,2023-10-28,428,1,222.16,222.16,Completed,2023-11-02
23399,4931,2024-07-08,2,1,88.02,88.02,Completed,2024-07-10
23400,5351,2024-07-23,426,2,56.06,112.12,Completed,2024-07-25
23401,3191,2025-12-30,79,6,209.38,1256.28,Completed,2026-01-01
23402,2190,2023-03-31,416,2,55.04,110.08,Completed,2023-03-31
23403,9760,2024-01-10,448,2,306.05,612.10,Completed,2024-01-11
23404,6330,2026-05-17,472,2,40.78,81.56,Cancelled,
23405,7824,2024-02-05,357,2,130.75,261.50,Completed,2024-02-07
23406,4359,2023-06-23,340,1,73.10,73.10,Completed,2023-06-23
23407,9405,2025-08-12,88,4,204.14,816.56,Completed,2025-08-13
23408,7408,2025-03-16,471,2,205.67,411.34,Completed,2025-03-19
23409,294,2026-01-15,257,6,45.09,270.54,Completed,2026-01-16
23410,212,2023-11-30,122,5,71.10,355.50,Completed,2023-12-03
23411,5713,2026-03-15,163,6,348.72,2092.32,Completed,2026-03-18
23412,3038,2024-05-02,414,2,315.01,630.02,Completed,2024-05-07
23413,7739,2024-11-15,120,5,90.75,453.75,Completed,2024-11-15
23414,4114,2025-01-25,201,2,238.37,476.74,Completed,2025-01-27
23415,4206,2025-08-29,189,1,72.49,72.49,Cancelled,
23416,5302,2023-12-11,62,6,369.15,2214.90,Completed,2023-12-12
23417,8004,2023-12-03,56,4,232.30,929.20,Completed,2023-12-08
23418,4083,2026-08-21,360,5,102.97,514.85,Pending,
23419,701,2023-10-03,212,1,34.51,34.51,Completed,2023-10-03
23420,4672,2026-08-21,347,6,108.32,649.92,Completed,2026-08-24
23421,1899,2026-08-23,165,5,237.14,1185.70,Completed,2026-08-27
23422,8679,2025-09-25,98,4,313.00,1252.00,Cancelled,
23423,3710,2024-08-24,178,5,211.58,1057.90,Completed,2024-08-29
23424,8929,2023-05-26,390,2,297.34,594.68,Cancelled,
23425,1586,2026-02-20,52,3,202.21,606.63,Pending,
23426,5022,2023-02-20,50,6,17.76,106.56,Completed,2023-02-20
23427,4889,2024-09-09,381,6,178.04,1068.24,Pending,
23428,6962,2024-11-30,29,3,244.10,732.30,Completed,2024-12-01
23429,5815,2026-01-10,329,5,217.79,1088.95,Completed,2026-01-14
23430,5932,2024-12-31,295,5,345.60,1728.00,Completed,2025-01-04
23431,228,2024-02-14,73,5,54.81,274.05,Completed,2024-02-17
23432,3115,2023-02-12,145,1,203.57,203.57,Completed,2023-02-16
23433,3503,2023-08-03,423,6,216.68,1300.08,Cancelled,
